model,task_source_index,T_c,alpha_mean,beta_mean,alpha_beta_ratio,n_runs
Qwen 7B,52,1,0.2333333333333333,0.2,1.1666666666666665,3
Qwen 7B,53,1,0.2333333333333333,0.25,0.9333333333333332,3
Qwen 7B,54,1,0.16666666666666666,0.15,1.1111111111111112,3
Qwen 7B,55,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,56,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,57,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,58,1,0.18333333333333332,0.0,inf,3
Qwen 7B,59,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,60,1,0.13333333333333333,0.0,inf,3
Qwen 7B,61,1,0.08333333333333333,0.0,inf,3
Qwen 7B,62,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,63,2,0.25,0.05,5.0,3
Qwen 7B,64,1,0.05,0.0,inf,3
Qwen 7B,65,1,0.13333333333333333,0.05,2.6666666666666665,3
Qwen 7B,66,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,67,1,0.06666666666666667,0.0,inf,3
Qwen 7B,68,2,0.2333333333333333,0.1,2.333333333333333,3
Qwen 7B,69,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,70,2,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,71,1,0.25,0.13333333333333333,1.875,3
Qwen 7B,72,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,73,1,0.11666666666666665,0.05,2.333333333333333,3
Qwen 7B,74,1,0.2333333333333333,0.13333333333333333,1.7499999999999998,3
Qwen 7B,75,1,0.1,0.03333333333333333,3.0,3
Qwen 7B,76,1,0.16666666666666666,0.0,inf,3
Qwen 7B,77,2,0.2,0.3,0.6666666666666667,3
Qwen 7B,78,1,0.1,0.05,2.0,3
Qwen 7B,79,1,0.03333333333333333,0.0,inf,3
Qwen 7B,80,1,0.36666666666666664,0.18333333333333332,2.0,3
Qwen 7B,81,1,0.03333333333333333,0.0,inf,3
Qwen 7B,82,1,0.15,0.2,0.7499999999999999,3
Qwen 7B,83,1,0.1,0.1,1.0,3
Qwen 7B,84,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,85,1,0.1,0.3,0.33333333333333337,3
Qwen 7B,86,1,0.15,0.05,2.9999999999999996,3
Qwen 7B,87,1,0.3,0.1,2.9999999999999996,3
Qwen 7B,88,1,0.13333333333333333,0.15,0.888888888888889,3
Qwen 7B,89,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,90,1,0.25,0.1,2.5,3
Qwen 7B,91,1,0.1,0.1,1.0,3
Qwen 7B,92,1,0.16666666666666666,0.0,inf,3
Qwen 7B,93,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,94,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,95,1,0.0,0.0,0.0,3
Qwen 7B,96,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,97,1,0.2833333333333333,0.15,1.8888888888888888,3
Qwen 7B,98,1,0.2333333333333333,0.03333333333333333,6.999999999999999,3
Qwen 7B,99,1,0.13333333333333333,0.16666666666666666,0.8,3
Qwen 7B,100,1,0.2,0.15,1.3333333333333335,3
Qwen 7B,101,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,102,1,0.0,0.0,0.0,3
Qwen 7B,103,1,0.2833333333333333,0.13333333333333333,2.125,3
Qwen 7B,104,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,105,1,0.11666666666666665,0.2,0.5833333333333333,3
Qwen 7B,106,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,107,2,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,108,1,0.2333333333333333,0.15,1.5555555555555554,3
Qwen 7B,109,1,0.26666666666666666,0.05,5.333333333333333,3
Qwen 7B,110,1,0.13333333333333333,0.0,inf,3
Qwen 7B,111,1,0.16666666666666666,0.0,inf,3
Qwen 7B,112,1,0.15,0.1,1.4999999999999998,3
Qwen 7B,113,1,0.35,0.13333333333333333,2.625,3
Qwen 7B,114,1,0.0,0.0,0.0,3
Qwen 7B,115,1,0.1,0.1,1.0,3
Qwen 7B,116,1,0.26666666666666666,0.15,1.777777777777778,3
Qwen 7B,117,1,0.11666666666666665,0.2,0.5833333333333333,3
Qwen 7B,118,1,0.16666666666666666,0.16666666666666666,1.0,3
Qwen 7B,119,1,0.16666666666666666,0.03333333333333333,5.0,3
Qwen 7B,120,1,0.16666666666666666,0.0,inf,3
Qwen 7B,121,1,0.11666666666666665,0.05,2.333333333333333,3
Qwen 7B,122,1,0.05,0.06666666666666667,0.75,3
Qwen 7B,123,1,0.1,0.2,0.5,3
Qwen 7B,124,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,125,1,0.26666666666666666,0.15,1.777777777777778,3
Qwen 7B,126,2,0.21666666666666665,0.1,2.1666666666666665,3
Qwen 7B,127,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,128,1,0.05,0.0,inf,3
Qwen 7B,129,1,0.15,0.03333333333333333,4.5,3
Qwen 7B,130,1,0.08333333333333333,0.0,inf,3
Qwen 7B,131,1,0.03333333333333333,0.0,inf,3
Qwen 7B,132,1,0.2,0.05,4.0,3
Qwen 7B,133,1,0.1,0.0,inf,3
Qwen 7B,134,1,0.18333333333333332,0.0,inf,3
Qwen 7B,135,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,136,1,0.1,0.03333333333333333,3.0,3
Qwen 7B,137,1,0.2333333333333333,0.03333333333333333,6.999999999999999,3
Qwen 7B,138,1,0.03333333333333333,0.0,inf,3
Qwen 7B,139,1,0.1,0.0,inf,3
Qwen 7B,140,1,0.08333333333333333,0.0,inf,3
Qwen 7B,141,1,0.21666666666666665,0.2,1.0833333333333333,3
Qwen 7B,142,1,0.18333333333333332,0.05,3.666666666666666,3
Qwen 7B,143,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,144,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,145,1,0.18333333333333332,0.0,inf,3
Qwen 7B,146,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,147,1,0.05,0.05,1.0,3
Qwen 7B,148,2,0.08333333333333333,0.0,inf,3
Qwen 7B,149,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,150,1,0.15,0.06666666666666667,2.25,3
Qwen 7B,151,1,0.16666666666666666,0.16666666666666666,1.0,3
Qwen 7B,152,1,0.03333333333333333,0.0,inf,3
Qwen 7B,153,1,0.23333333333333334,0.2,1.1666666666666665,3
Qwen 7B,154,1,0.15,0.15,1.0,3
Qwen 7B,155,1,0.03333333333333333,0.0,inf,3
Qwen 7B,156,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,157,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,158,2,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,159,1,0.15,0.0,inf,3
Qwen 7B,160,1,0.08333333333333333,0.0,inf,3
Qwen 7B,161,1,0.08333333333333333,0.0,inf,3
Qwen 7B,162,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,163,3,0.13333333333333333,0.05,2.6666666666666665,3
Qwen 7B,164,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,165,1,0.08333333333333333,0.0,inf,3
Qwen 7B,166,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,167,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,168,1,0.15,0.06666666666666667,2.25,3
Qwen 7B,169,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,170,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,171,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,172,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,173,1,0.31666666666666665,0.23333333333333334,1.357142857142857,3
Qwen 7B,174,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,175,1,0.15,0.2,0.7499999999999999,3
Qwen 7B,176,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,177,1,0.2333333333333333,0.1,2.333333333333333,3
Qwen 7B,178,1,0.16666666666666666,0.13333333333333333,1.25,3
Qwen 7B,179,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,180,1,0.1,0.1,1.0,3
Qwen 7B,181,1,0.0,0.0,0.0,3
Qwen 7B,182,1,0.08333333333333333,0.2,0.41666666666666663,3
Qwen 7B,183,1,0.13333333333333333,0.15,0.888888888888889,3
Qwen 7B,184,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,185,1,0.0,0.1,0.0,3
Qwen 7B,186,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,187,1,0.06666666666666667,0.0,inf,3
Qwen 7B,188,3,0.13333333333333333,0.03333333333333333,4.0,3
Qwen 7B,189,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,190,1,0.2,0.08333333333333333,2.4000000000000004,3
Qwen 7B,191,3,0.08333333333333333,0.0,inf,3
Qwen 7B,192,1,0.16666666666666666,0.0,inf,3
Qwen 7B,193,1,0.0,0.0,0.0,3
Qwen 7B,194,1,0.06666666666666667,0.16666666666666666,0.4,3
Qwen 7B,195,1,0.03333333333333333,0.0,inf,3
Qwen 7B,196,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,197,1,0.06666666666666667,0.05,1.3333333333333333,3
Qwen 7B,198,2,0.31666666666666665,0.1,3.1666666666666665,3
Qwen 7B,199,1,0.2,0.2,1.0,3
Qwen 7B,200,1,0.08333333333333333,0.0,inf,3
Qwen 7B,201,1,0.23333333333333334,0.1,2.333333333333333,3
Qwen 7B,202,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,203,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,204,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,205,1,0.36666666666666664,0.21666666666666665,1.6923076923076923,3
Qwen 7B,206,1,0.13333333333333333,0.0,inf,3
Qwen 7B,207,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,208,2,0.26666666666666666,0.1,2.6666666666666665,3
Qwen 7B,209,2,0.2333333333333333,0.1,2.333333333333333,3
Qwen 7B,210,1,0.13333333333333333,0.05,2.6666666666666665,3
Qwen 7B,211,1,0.2833333333333333,0.13333333333333333,2.125,3
Qwen 7B,212,1,0.23333333333333334,0.2,1.1666666666666665,3
Qwen 7B,213,1,0.03333333333333333,0.0,inf,3
Qwen 7B,214,1,0.15,0.06666666666666667,2.25,3
Qwen 7B,215,2,0.19999999999999998,0.1,1.9999999999999998,3
Qwen 7B,216,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,217,1,0.06666666666666667,0.0,inf,3
Qwen 7B,218,2,0.25,0.06666666666666667,3.75,3
Qwen 7B,219,1,0.0,0.0,0.0,3
Qwen 7B,220,1,0.15,0.1,1.4999999999999998,3
Qwen 7B,221,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,222,1,0.1,0.13333333333333333,0.75,3
Qwen 7B,223,1,0.13333333333333333,0.15,0.888888888888889,3
Qwen 7B,224,1,0.05,0.05,1.0,3
Qwen 7B,225,1,0.05,0.0,inf,3
Qwen 7B,226,1,0.2,0.16666666666666666,1.2000000000000002,3
Qwen 7B,227,1,0.1,0.05,2.0,3
Qwen 7B,228,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,229,2,0.11666666666666665,0.2,0.5833333333333333,3
Qwen 7B,230,1,0.16666666666666666,0.0,inf,3
Qwen 7B,231,1,0.05,0.0,inf,3
Qwen 7B,232,1,0.2,0.13333333333333333,1.5,3
Qwen 7B,233,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,234,1,0.18333333333333332,0.0,inf,3
Qwen 7B,235,1,0.26666666666666666,0.13333333333333333,2.0,3
Qwen 7B,236,1,0.0,0.1,0.0,3
Qwen 7B,237,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,238,1,0.16666666666666666,0.0,inf,3
Qwen 7B,239,1,0.03333333333333333,0.0,inf,3
Qwen 7B,240,1,0.15,0.05,2.9999999999999996,3
Qwen 7B,241,1,0.1,0.0,inf,3
Qwen 7B,242,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,243,1,0.05,0.05,1.0,3
Qwen 7B,244,1,0.16666666666666666,0.0,inf,3
Qwen 7B,245,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,246,1,0.15,0.08333333333333333,1.8,3
Qwen 7B,247,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,248,1,0.06666666666666667,0.0,inf,3
Qwen 7B,249,1,0.15,0.2,0.7499999999999999,3
Qwen 7B,250,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,251,1,0.0,0.0,0.0,3
Qwen 7B,252,1,0.0,0.0,0.0,3
Qwen 7B,253,1,0.0,0.0,0.0,3
Qwen 7B,254,2,0.2,0.25,0.8,3
Qwen 7B,255,1,0.05,0.05,1.0,3
Qwen 7B,256,1,0.25,0.1,2.5,3
Qwen 7B,257,1,0.2,0.03333333333333333,6.0,3
Qwen 7B,258,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,259,2,0.31666666666666665,0.15,2.111111111111111,3
Qwen 7B,260,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,261,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,262,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,263,1,0.16666666666666666,0.05,3.333333333333333,3
Qwen 7B,264,1,0.1,0.0,inf,3
Qwen 7B,265,1,0.06666666666666667,0.1,0.6666666666666666,3
Qwen 7B,266,4,0.18333333333333332,0.0,inf,3
Qwen 7B,267,1,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,268,1,0.1,0.1,1.0,3
Qwen 7B,269,3,0.2,0.1,2.0,3
Qwen 7B,270,1,0.03333333333333333,0.0,inf,3
Qwen 7B,271,2,0.13333333333333333,0.0,inf,3
Qwen 7B,272,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,273,1,0.1,0.06666666666666667,1.5,3
Qwen 7B,274,2,0.18333333333333332,0.1,1.833333333333333,3
Qwen 7B,275,1,0.08333333333333333,0.0,inf,3
Qwen 7B,276,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,277,1,0.2,0.13333333333333333,1.5,3
Qwen 7B,278,1,0.36666666666666664,0.08333333333333333,4.4,3
Qwen 7B,279,1,0.05,0.05,1.0,3
Qwen 7B,280,1,0.15,0.05,2.9999999999999996,3
Qwen 7B,281,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,282,1,0.1,0.06666666666666667,1.5,3
Qwen 7B,283,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,284,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,285,1,0.3,0.1,2.9999999999999996,3
Qwen 7B,286,1,0.03333333333333333,0.0,inf,3
Qwen 7B,287,1,0.13333333333333333,0.0,inf,3
Qwen 7B,288,1,0.16666666666666666,0.15,1.1111111111111112,3
Qwen 7B,289,1,0.08333333333333333,0.1,0.8333333333333333,3
Qwen 7B,290,1,0.23333333333333334,0.03333333333333333,7.0,3
Qwen 7B,291,2,0.16666666666666666,0.05,3.333333333333333,3
Qwen 7B,292,1,0.08333333333333333,0.0,inf,3
Qwen 7B,293,1,0.18333333333333332,0.3,0.611111111111111,3
Qwen 7B,294,1,0.16666666666666666,0.1,1.6666666666666665,3
Qwen 7B,295,1,0.13333333333333333,0.1,1.3333333333333333,3
Qwen 7B,296,1,0.25,0.18333333333333332,1.3636363636363638,3
Qwen 7B,297,1,0.03333333333333333,0.1,0.3333333333333333,3
Qwen 7B,298,1,0.26666666666666666,0.13333333333333333,2.0,3
Qwen 7B,299,1,0.05,0.1,0.5,3
