detector,mean_stop_step,mean_stop_utility,mean_oracle_utility,mean_oracle_gap,false_early_rate,false_late_rate,mean_false_late_severity,model,dataset
oracle,2.945684523809524,0.3937872023809524,0.3937872023809524,0.0,0.0,0.0,0.0,deepseek_r1_distill_7b,gpqa
verifier_first_correct,6.478422619047619,0.2350074404761904,0.3937872023809524,0.1587797619047619,0.2135416666666666,0.4910714285714285,3.928571428571429,deepseek_r1_distill_7b,gpqa
first_answer,1.0,0.2135416666666666,0.3937872023809524,0.1802455357142857,1.0,0.0,0.0,deepseek_r1_distill_7b,gpqa
hazard_drift,2.093005952380953,0.143266369047619,0.3937872023809524,0.2505208333333333,0.2872023809523809,0.0438988095238095,0.0558035714285714,deepseek_r1_distill_7b,gpqa
e_process,4.001488095238095,0.0530505952380952,0.3937872023809524,0.3407366071428571,0.1778273809523809,0.6413690476190477,1.5558035714285714,deepseek_r1_distill_7b,gpqa
entropy_plateau,4.203869047619048,0.0511160714285714,0.3937872023809524,0.3426711309523809,0.1607142857142857,0.5520833333333334,1.7797619047619049,deepseek_r1_distill_7b,gpqa
empirical_bernstein,9.0,-0.1976190476190476,0.3937872023809524,0.59140625,0.0238095238095238,0.965029761904762,6.078125,deepseek_r1_distill_7b,gpqa
answer_stability,9.955357142857142,-0.2438988095238095,0.3937872023809524,0.6376860119047618,0.0014880952380952,0.9732142857142856,7.014136904761905,deepseek_r1_distill_7b,gpqa
never_stop,10.0,-0.2461309523809524,0.3937872023809524,0.6399181547619047,0.0,0.9761904761904762,7.054315476190476,deepseek_r1_distill_7b,gpqa
first_answer,1.0,0.074,0.0380666666666666,-0.0359333333333333,1.0,0.0,0.0,qwen2p5_0p5b,gsm8k
oracle,2.025333333333333,0.0380666666666666,0.0380666666666666,0.0,0.0,0.0,0.0,qwen2p5_0p5b,gsm8k
e_process,2.0,0.0259999999999999,0.0380666666666666,0.0120666666666666,0.0133333333333333,0.0,0.0,qwen2p5_0p5b,gsm8k
empirical_bernstein,2.0,0.0259999999999999,0.0380666666666666,0.0120666666666666,0.0133333333333333,0.0,0.0,qwen2p5_0p5b,gsm8k
answer_stability,2.582666666666667,-0.0004666666666666,0.0380666666666666,0.0385333333333333,0.008,0.228,0.5746666666666667,qwen2p5_0p5b,gsm8k
entropy_plateau,2.688,-0.0024,0.0380666666666666,0.0404666666666666,0.0053333333333333,0.3593333333333333,0.676,qwen2p5_0p5b,gsm8k
hazard_drift,2.798,-0.0112333333333333,0.0380666666666666,0.0493,0.006,0.354,0.7873333333333333,qwen2p5_0p5b,gsm8k
verifier_first_correct,9.194,-0.3163666666666667,0.0380666666666666,0.3544333333333333,0.074,0.9066666666666666,7.253333333333333,qwen2p5_0p5b,gsm8k
never_stop,10.0,-0.3686666666666666,0.0380666666666666,0.4067333333333333,0.0,1.0,7.974666666666667,qwen2p5_0p5b,gsm8k
first_answer,1.0,0.0513333333333333,0.0098666666666666,-0.0414666666666666,1.0,0.0,0.0,qwen2p5_0p5b,math
oracle,2.016,0.0098666666666666,0.0098666666666666,0.0,0.0,0.0,0.0,qwen2p5_0p5b,math
e_process,2.0,0.0026666666666666,0.0098666666666666,0.0072,0.008,0.0,0.0,qwen2p5_0p5b,math
empirical_bernstein,2.0,0.0026666666666666,0.0098666666666666,0.0072,0.008,0.0,0.0,qwen2p5_0p5b,math
hazard_drift,3.026666666666667,-0.0433333333333333,0.0098666666666666,0.0532,0.0026666666666666,0.4086666666666667,1.016,qwen2p5_0p5b,math
entropy_plateau,3.594,-0.0737,0.0098666666666666,0.0835666666666666,0.0033333333333333,0.7113333333333334,1.5853333333333333,qwen2p5_0p5b,math
answer_stability,5.198666666666667,-0.1519333333333333,0.0098666666666666,0.1618,0.002,0.546,3.1866666666666665,qwen2p5_0p5b,math
verifier_first_correct,13.178666666666668,-0.5436,0.0098666666666666,0.5534666666666667,0.0513333333333333,0.9346666666666666,11.216,qwen2p5_0p5b,math
never_stop,14.0,-0.5946666666666667,0.0098666666666666,0.6045333333333333,0.0,1.0,11.984,qwen2p5_0p5b,math
oracle,2.226,0.4146999999999999,0.4146999999999999,0.0,0.0,0.0,0.0,qwen2p5_0p5b,arc
first_answer,1.0,0.3873333333333333,0.4146999999999999,0.0273666666666666,1.0,0.0,0.0,qwen2p5_0p5b,arc
e_process,2.0,0.3373333333333333,0.4146999999999999,0.0773666666666666,0.0886666666666666,0.0,0.0,qwen2p5_0p5b,arc
hazard_drift,2.328666666666667,0.3188999999999999,0.4146999999999999,0.0958,0.0726666666666666,0.1993333333333333,0.2846666666666667,qwen2p5_0p5b,arc
answer_stability,2.4673333333333334,0.3159666666666667,0.4146999999999999,0.0987333333333333,0.0666666666666666,0.18,0.4113333333333333,qwen2p5_0p5b,arc
verifier_first_correct,4.766666666666667,0.3123333333333333,0.4146999999999999,0.1023666666666666,0.3873333333333333,0.4993333333333333,2.996,qwen2p5_0p5b,arc
entropy_plateau,2.819333333333333,0.3016999999999999,0.4146999999999999,0.113,0.0586666666666666,0.3753333333333333,0.7366666666666667,qwen2p5_0p5b,arc
empirical_bernstein,7.0,0.0939999999999999,0.4146999999999999,0.3207,0.0066666666666666,0.9866666666666668,4.780666666666667,qwen2p5_0p5b,arc
never_stop,8.0,0.0459999999999999,0.4146999999999999,0.3686999999999999,0.0,0.9933333333333332,5.774,qwen2p5_0p5b,arc
first_answer,1.0,0.2034277198211624,0.1891579731743666,-0.0142697466467958,1.0,0.0,0.0,qwen2p5_0p5b,gpqa
oracle,2.164679582712369,0.1891579731743666,0.1891579731743666,0.0,0.0,0.0,0.0,qwen2p5_0p5b,gpqa
e_process,2.0,0.1347988077496274,0.1891579731743666,0.0543591654247391,0.0625931445603576,0.0,0.0,qwen2p5_0p5b,gpqa
hazard_drift,2.2146050670640838,0.1225782414307004,0.1891579731743666,0.0665797317436661,0.0603576751117734,0.1117734724292101,0.2071535022354694,qwen2p5_0p5b,gpqa
answer_stability,4.112518628912071,0.0284277198211624,0.1891579731743666,0.1607302533532041,0.0365126676602086,0.405365126676602,2.0588673621460507,qwen2p5_0p5b,gpqa
entropy_plateau,4.317436661698957,0.0211624441132637,0.1891579731743666,0.1679955290611028,0.0283159463487332,0.5387481371087929,2.238450074515648,qwen2p5_0p5b,gpqa
verifier_first_correct,7.555141579731743,-0.031929955290611,0.1891579731743666,0.2210879284649776,0.2034277198211624,0.7041728763040238,5.633383010432191,qwen2p5_0p5b,gpqa
empirical_bernstein,9.0,-0.2219076005961252,0.1891579731743666,0.4110655737704918,0.0014903129657228,0.996274217585693,6.836810730253354,qwen2p5_0p5b,gpqa
never_stop,10.0,-0.2733979135618479,0.1891579731743666,0.4625558867362146,0.0,0.9985096870342772,7.8353204172876305,qwen2p5_0p5b,gpqa
oracle,2.622,0.5149,0.5149,0.0,0.0,0.0,0.0,qwen2p5_3b,gsm8k
verifier_first_correct,5.707333333333334,0.3692999999999999,0.5149,0.1456,0.0533333333333333,0.3953333333333333,3.1626666666666665,qwen2p5_3b,gsm8k
answer_stability,3.5686666666666667,0.2909,0.5149,0.224,0.124,0.7693333333333333,1.2126666666666666,qwen2p5_3b,gsm8k
e_process,4.8,0.278,0.5149,0.2368999999999999,0.046,0.9093333333333332,2.276666666666667,qwen2p5_3b,gsm8k
hazard_drift,3.396,0.2768666666666666,0.5149,0.2380333333333333,0.1673333333333333,0.5346666666666666,1.102,qwen2p5_3b,gsm8k
entropy_plateau,4.300666666666666,0.2656333333333333,0.5149,0.2492666666666666,0.098,0.8446666666666667,1.8893333333333333,qwen2p5_3b,gsm8k
empirical_bernstein,9.0,0.1026666666666666,0.5149,0.4122333333333333,0.0026666666666666,0.9906666666666668,6.3806666666666665,qwen2p5_3b,gsm8k
never_stop,10.0,0.054,0.5149,0.4608999999999999,0.0,0.9973333333333332,7.378,qwen2p5_3b,gsm8k
first_answer,1.0,0.0533333333333333,0.5149,0.4615666666666667,1.0,0.0,0.0,qwen2p5_3b,gsm8k
oracle,2.4873333333333334,0.1469666666666666,0.1469666666666666,0.0,0.0,0.0,0.0,qwen2p5_3b,math
first_answer,1.0,0.044,0.1469666666666666,0.1029666666666666,1.0,0.0,0.0,qwen2p5_3b,math
e_process,3.2,0.0006666666666666,0.1469666666666666,0.1462999999999999,0.096,0.856,1.0266666666666666,qwen2p5_3b,math
entropy_plateau,5.483333333333333,-0.0848333333333333,0.1469666666666666,0.2318,0.054,0.8966666666666666,3.1973333333333334,qwen2p5_3b,math
hazard_drift,5.642666666666667,-0.0994666666666666,0.1469666666666666,0.2464333333333333,0.072,0.6973333333333334,3.3606666666666665,qwen2p5_3b,math
answer_stability,8.018666666666666,-0.1869333333333333,0.1469666666666666,0.3339,0.022,0.9173333333333332,5.602666666666667,qwen2p5_3b,math
verifier_first_correct,11.638666666666667,-0.2992666666666667,0.1469666666666666,0.4462333333333333,0.044,0.7673333333333333,9.208,qwen2p5_3b,math
empirical_bernstein,13.0,-0.4373333333333334,0.1469666666666666,0.5843,0.0026666666666666,0.9946666666666668,10.515333333333333,qwen2p5_3b,math
never_stop,14.0,-0.478,0.1469666666666666,0.6249666666666667,0.0,0.9973333333333332,11.512666666666666,qwen2p5_3b,math
verifier_first_correct,2.556,0.7268666666666667,0.7153999999999999,-0.0114666666666667,0.71,0.1953333333333333,1.172,qwen2p5_3b,arc
oracle,2.172,0.7153999999999999,0.7153999999999999,0.0,0.0,0.0,0.0,qwen2p5_3b,arc
first_answer,1.0,0.71,0.7153999999999999,0.0053999999999999,1.0,0.0,0.0,qwen2p5_3b,arc
e_process,2.0,0.6353333333333333,0.7153999999999999,0.0800666666666666,0.0886666666666666,0.0,0.0,qwen2p5_3b,arc
hazard_drift,2.434,0.6329666666666666,0.7153999999999999,0.0824333333333333,0.038,0.2346666666666666,0.348,qwen2p5_3b,arc
answer_stability,2.8426666666666667,0.6205333333333333,0.7153999999999999,0.0948666666666666,0.034,0.352,0.7433333333333333,qwen2p5_3b,arc
entropy_plateau,3.376,0.5865333333333334,0.7153999999999999,0.1288666666666666,0.026,0.52,1.2606666666666666,qwen2p5_3b,arc
empirical_bernstein,6.4,0.414,0.7153999999999999,0.3014,0.0093333333333333,0.9846666666666668,4.248666666666667,qwen2p5_3b,arc
never_stop,8.0,0.3399999999999999,0.7153999999999999,0.3754,0.0,0.9953333333333332,5.828,qwen2p5_3b,arc
oracle,2.261355174981385,0.2638123603871928,0.2638123603871928,0.0,0.0,0.0,0.0,qwen2p5_3b,gpqa
first_answer,1.0,0.1690245718540581,0.2638123603871928,0.0947877885331347,1.0,0.0,0.0,qwen2p5_3b,gpqa
hazard_drift,2.4676098287416237,0.1313849590469099,0.2638123603871928,0.1324274013402829,0.1116902457185405,0.2628443782576322,0.4311243484735666,qwen2p5_3b,gpqa
e_process,3.0,0.1263588979895755,0.2638123603871928,0.1374534623976172,0.0588235294117647,0.870439314966493,0.870439314966493,qwen2p5_3b,gpqa
verifier_first_correct,7.185405807892777,0.0503723008190617,0.2638123603871928,0.213440059568131,0.1690245718540581,0.6403574087862993,5.122859270290395,qwen2p5_3b,gpqa
answer_stability,4.513030528667163,0.047728965003723,0.2638123603871928,0.2160833953834698,0.054355919583023,0.5748324646314222,2.3827252419955323,qwen2p5_3b,gpqa
entropy_plateau,4.961280714817573,0.0201042442293373,0.2638123603871928,0.2437081161578555,0.043186895011169,0.7527922561429635,2.804914370811616,qwen2p5_3b,gpqa
empirical_bernstein,9.0,-0.1736411020104244,0.2638123603871928,0.4374534623976173,0.0022338049143708,0.9955323901712584,6.740878629932986,qwen2p5_3b,gpqa
never_stop,10.0,-0.2221518987341772,0.2638123603871928,0.48596425912137,0.0,0.9977661950856292,7.738644825018615,qwen2p5_3b,gpqa
oracle,2.857333333333333,0.6431333333333333,0.6431333333333333,0.0,0.0,0.0,0.0,qwen2p5_7b,gsm8k
verifier_first_correct,4.379333333333333,0.5923666666666666,0.6431333333333333,0.0507666666666666,0.274,0.2386666666666666,1.909333333333333,qwen2p5_7b,gsm8k
answer_stability,4.384,0.4888,0.6431333333333333,0.1543333333333333,0.0506666666666666,0.892,1.6086666666666667,qwen2p5_7b,gsm8k
hazard_drift,3.842,0.4759,0.6431333333333333,0.1672333333333333,0.0926666666666666,0.6246666666666667,1.162,qwen2p5_7b,gsm8k
e_process,5.6,0.4453333333333333,0.6431333333333333,0.1978,0.032,0.9286666666666666,2.798666666666666,qwen2p5_7b,gsm8k
entropy_plateau,3.786666666666666,0.4393333333333333,0.6431333333333333,0.2037999999999999,0.1346666666666666,0.6913333333333334,1.236,qwen2p5_7b,gsm8k
empirical_bernstein,9.0,0.3026666666666666,0.6431333333333333,0.3404666666666667,0.0026666666666666,0.994,6.145333333333333,qwen2p5_7b,gsm8k
first_answer,1.0,0.274,0.6431333333333333,0.3691333333333333,1.0,0.0,0.0,qwen2p5_7b,gsm8k
never_stop,10.0,0.2553333333333333,0.6431333333333333,0.3878,0.0,0.9973333333333332,7.142666666666667,qwen2p5_7b,gsm8k
oracle,3.08,0.3226666666666666,0.3226666666666666,0.0,0.0,0.0,0.0,qwen2p5_7b,math
hazard_drift,5.92,0.1406666666666666,0.3226666666666666,0.182,0.0266666666666666,0.6666666666666666,2.8666666666666667,qwen2p5_7b,math
answer_stability,7.266666666666667,0.0866666666666666,0.3226666666666666,0.236,0.0,1.0,4.1866666666666665,qwen2p5_7b,math
entropy_plateau,5.68,0.0459999999999999,0.3226666666666666,0.2766666666666666,0.12,0.8666666666666667,3.013333333333333,qwen2p5_7b,math
first_answer,1.0,0.0,0.3226666666666666,0.3226666666666666,1.0,0.0,0.0,qwen2p5_7b,math
verifier_first_correct,9.96,-0.0213333333333333,0.3226666666666666,0.344,0.0,0.5733333333333334,6.88,qwen2p5_7b,math
empirical_bernstein,13.0,-0.1866666666666667,0.3226666666666666,0.5093333333333334,0.0,0.9866666666666668,9.92,qwen2p5_7b,math
e_process,13.0,-0.1866666666666667,0.3226666666666666,0.5093333333333334,0.0,0.9866666666666668,9.92,qwen2p5_7b,math
never_stop,14.0,-0.25,0.3226666666666666,0.5726666666666667,0.0,1.0,10.92,qwen2p5_7b,math
verifier_first_correct,1.584,0.8981333333333333,0.8619333333333332,-0.0362,0.872,0.0726666666666666,0.436,qwen2p5_7b,arc
first_answer,1.0,0.872,0.8619333333333332,-0.0100666666666667,1.0,0.0,0.0,qwen2p5_7b,arc
oracle,2.028,0.8619333333333332,0.8619333333333332,0.0,0.0,0.0,0.0,qwen2p5_7b,arc
e_process,2.0,0.8453333333333334,0.8619333333333332,0.0166,0.018,0.0,0.0,qwen2p5_7b,arc
empirical_bernstein,2.2,0.832,0.8619333333333332,0.0299333333333333,0.018,0.1993333333333333,0.1993333333333333,qwen2p5_7b,arc
answer_stability,2.5986666666666665,0.8220666666666666,0.8619333333333332,0.0398666666666666,0.004,0.4013333333333333,0.578,qwen2p5_7b,arc
entropy_plateau,2.662,0.8162333333333333,0.8619333333333332,0.0456999999999999,0.0073333333333333,0.3966666666666666,0.6453333333333333,qwen2p5_7b,arc
hazard_drift,2.794666666666666,0.8095999999999999,0.8619333333333332,0.0523333333333333,0.0066666666666666,0.524,0.776,qwen2p5_7b,arc
never_stop,8.0,0.5533333333333332,0.8619333333333332,0.3086,0.0,1.0,5.972,qwen2p5_7b,arc
oracle,2.1220238095238093,0.3233630952380952,0.3233630952380952,0.0,0.0,0.0,0.0,qwen2p5_7b,gpqa
first_answer,1.0,0.3117559523809524,0.3233630952380952,0.0116071428571428,1.0,0.0,0.0,qwen2p5_7b,gpqa
e_process,2.0,0.2602678571428571,0.3233630952380952,0.0630952380952381,0.0691964285714285,0.0,0.0,qwen2p5_7b,gpqa
hazard_drift,2.5007440476190474,0.2456473214285714,0.3233630952380952,0.0777157738095238,0.0416666666666666,0.3177083333333333,0.4523809523809524,qwen2p5_7b,gpqa
entropy_plateau,3.227678571428572,0.2107886904761904,0.3233630952380952,0.1125744047619047,0.0260416666666666,0.6889880952380952,1.1532738095238095,qwen2p5_7b,gpqa
answer_stability,3.950892857142857,0.1813244047619047,0.3233630952380952,0.1420386904761904,0.0089285714285714,0.8705357142857143,1.84375,qwen2p5_7b,gpqa
verifier_first_correct,6.281994047619048,0.1748883928571428,0.3233630952380952,0.1484747023809524,0.3117559523809524,0.5610119047619048,4.488095238095238,qwen2p5_7b,gpqa
empirical_bernstein,9.0,-0.0711309523809523,0.3233630952380952,0.3944940476190476,0.0,0.9977678571428572,6.877976190476191,qwen2p5_7b,gpqa
never_stop,10.0,-0.1211309523809523,0.3233630952380952,0.4444940476190476,0.0,1.0,7.877976190476191,qwen2p5_7b,gpqa
oracle,3.927333333333333,0.5642999999999999,0.5642999999999999,0.0,0.0,0.0,0.0,qwen2p5_14b,gsm8k
verifier_first_correct,6.078666666666667,0.4687333333333333,0.5642999999999999,0.0955666666666666,0.03,0.2773333333333333,2.2186666666666666,qwen2p5_14b,gsm8k
hazard_drift,5.756666666666667,0.2108333333333333,0.5642999999999999,0.3534666666666667,0.2173333333333333,0.438,2.304666666666667,qwen2p5_14b,gsm8k
e_process,7.0,0.1653333333333333,0.5642999999999999,0.3989666666666667,0.0806666666666666,0.8533333333333334,3.224666666666667,qwen2p5_14b,gsm8k
entropy_plateau,4.2,0.13,0.5642999999999999,0.4343,0.3313333333333333,0.6466666666666666,1.312,qwen2p5_14b,gsm8k
answer_stability,7.227333333333333,0.1019666666666666,0.5642999999999999,0.4623333333333333,0.116,0.8553333333333333,3.6086666666666662,qwen2p5_14b,gsm8k
empirical_bernstein,9.0,0.0733333333333333,0.5642999999999999,0.4909666666666667,0.0153333333333333,0.944,5.088,qwen2p5_14b,gsm8k
first_answer,1.0,0.03,0.5642999999999999,0.5343,1.0,0.0,0.0,qwen2p5_14b,gsm8k
never_stop,10.0,-0.0033333333333333,0.5642999999999999,0.5676333333333333,0.0,0.9846666666666668,6.072666666666667,qwen2p5_14b,gsm8k
oracle,3.6,0.282,0.282,0.0,0.0,0.0,0.0,qwen2p5_14b,math
first_answer,1.0,0.0646666666666666,0.282,0.2173333333333333,1.0,0.0,0.0,qwen2p5_14b,math
verifier_first_correct,10.329333333333333,-0.0404666666666666,0.282,0.3224666666666667,0.0646666666666666,0.574,6.888,qwen2p5_14b,math
